Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
216;28416;"Science of Computer Programming";journal;"01676423";"Elsevier B.V.";No;No;0,429;Q3;69;111;217;4391;439;186;1,83;39,56;22,90;0;3;Netherlands;Western Europe;"Elsevier B.V.";"1981-2025";"Computational Theory and Mathematics (Q3); Information Systems (Q3); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Mathematics"
217;21100904890;"Journal of Computer Languages";journal;"25901184, 26659182";"Elsevier Ltd";No;No;0,426;Q3;60;30;87;1640;228;84;2,37;54,67;21,11;0;1;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2025";"Computer Networks and Communications (Q3); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science"
218;22313;"Performance Evaluation";journal;"01665316";"Elsevier B.V.";No;No;0,426;Q3;72;38;95;1437;130;94;1,28;37,82;16,36;0;5;Netherlands;Western Europe;"Elsevier B.V.";"1981-2025";"Computer Networks and Communications (Q3); Hardware and Architecture (Q3); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Mathematics"
219;12931;"Cybernetics and Systems";journal;"10876553, 01969722";"Taylor and Francis Ltd.";No;No;0,424;Q3;49;112;204;4281;559;198;2,76;38,22;27,27;0;31;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2025";"Artificial Intelligence (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
220;28511;"Mathematical and Computer Modelling of Dynamical Systems";journal;"13873954";"Taylor and Francis Ltd.";Yes;No;0,419;Q3;39;44;46;1593;138;45;2,05;36,20;26,52;0;9;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2025";"Applied Mathematics (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Engineering; Mathematics"
221;21100881468;"ACM Transactions on Parallel Computing";journal;"23294957, 23294949";"Association for Computing Machinery (ACM)";No;No;0,418;Q3;24;18;61;774;94;57;1,45;43,00;14,00;0;1;United States;Northern America;"Association for Computing Machinery (ACM)";"2014-2024";"Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Hardware and Architecture (Q3); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Mathematics"
222;4800153205;"ACM Transactions on Autonomous and Adaptive Systems";journal;"15564665, 15564703";"Association for Computing Machinery (ACM)";No;No;0,416;Q3;47;25;43;2165;144;41;3,21;86,60;23,38;0;4;United States;Northern America;"Association for Computing Machinery (ACM)";"2006-2024";"Computer Science (miscellaneous) (Q2); Control and Systems Engineering (Q3); Software (Q3)";"Computer Science; Engineering"
223;25566;"Zidonghua Xuebao/Acta Automatica Sinica";journal;"18741029, 02544156";"Science Press";No;No;0,416;Q3;80;168;646;8935;1698;645;2,43;53,18;31,75;0;24;China;Asiatic Region;"Science Press";"1980, 1993-2025";"Computer Graphics and Computer-Aided Design (Q2); Control and Systems Engineering (Q3); Information Systems (Q3); Software (Q3)";"Computer Science; Engineering"
224;15484;"International Journal of Computers and Applications";journal;"1206212X";"Taylor and Francis Ltd.";No;No;0,413;Q3;26;96;288;4351;709;284;3,03;45,32;33,96;0;18;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1997-2025";"Computer Graphics and Computer-Aided Design (Q2); Computer Science Applications (Q3); Hardware and Architecture (Q3); Software (Q3)";"Computer Science"
225;6700153282;"International Journal of Web and Grid Services";journal;"17411106, 17411114";"Inderscience Enterprises Ltd";No;No;0,398;Q3;28;21;59;915;121;59;2,38;43,57;18,52;0;6;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2024";"Computer Networks and Communications (Q3); Software (Q3)";"Computer Science"
226;21100935071;"Journal of Internet Services and Information Security";journal;"21822077, 21822069";"Innovative Information Science and Technology Research Group";Yes;No;0,395;Q3;17;98;108;3524;574;106;5,25;35,96;37,04;0;37;South Korea;Asiatic Region;"Innovative Information Science and Technology Research Group";"2019-2024";"Computer Science (miscellaneous) (Q2); Electrical and Electronic Engineering (Q2); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3); Software (Q3)";"Computer Science; Engineering"
227;24208;"Genetic Programming and Evolvable Machines";journal;"13892576, 15737632";"Springer New York";No;No;0,394;Q3;45;21;71;942;124;55;0,94;44,86;30,91;0;0;United States;Northern America;"Springer New York";"2003-2025";"Computer Science Applications (Q3); Hardware and Architecture (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
228;18184;"Engineering Computations";journal;"02644401";"Emerald Group Publishing Ltd.";No;No;0,393;Q3;68;142;380;6305;764;378;1,95;44,40;23,75;0;22;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1984-2025";"Engineering (miscellaneous) (Q2); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Software (Q3)";"Computer Science; Engineering"
229;7100153120;"Pollack Periodica";journal;"17881994";"Akademiai Kiado";No;No;0,385;Q3;18;107;264;2441;300;264;1,25;22,81;31,62;0;32;Hungary;Eastern Europe;"Akademiai Kiado";"2007-2025";"Civil and Structural Engineering (Q3); Computer Science Applications (Q3); Materials Science (miscellaneous) (Q3); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Engineering; Materials Science; Mathematics"
230;25022;"IEEE Pervasive Computing";journal;"15361268";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,383;Q3;110;39;131;598;262;116;2,01;15,33;24,58;0;9;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2002-2025";"Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Software (Q3)";"Computer Science"
231;21805;"Mathematical Methods of Operations Research";journal;"14325217, 14322994";"Physica-Verlag";No;No;0,382;Q3;56;44;112;1558;138;109;1,09;35,41;31,91;0;2;Germany;Western Europe;"Physica-Verlag";"1996-2025";"Mathematics (miscellaneous) (Q2); Management Science and Operations Research (Q3); Software (Q3)";"Computer Science; Decision Sciences; Mathematics"
232;14452;"Simulation";journal;"17413133, 00375497";"SAGE Publications Ltd";No;No;0,382;Q3;56;92;198;4780;431;192;2,24;51,96;24,55;0;20;United Kingdom;Western Europe;"SAGE Publications Ltd";"1963-2025";"Computer Graphics and Computer-Aided Design (Q2); Mathematics (miscellaneous) (Q2); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Mathematics"
233;21101082067;"Digital Government: Research and Practice";journal;"26390175";"Association for Computing Machinery (ACM)";No;No;0,380;Q3;16;41;93;2524;207;90;1,66;61,56;28,99;2;24;United States;Northern America;"Association for Computing Machinery (ACM)";"2020-2024";"Public Administration (Q2); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3); Software (Q3)";"Computer Science; Social Sciences"
234;26802;"International Journal of Speech Technology";journal;"13812416, 15728110";"Springer Netherlands";No;No;0,378;Q3;43;89;243;3676;727;242;2,43;41,30;35,23;0;6;Netherlands;Western Europe;"Springer Netherlands";"1995, 1997-2025";"Linguistics and Language (Q1); Computer Vision and Pattern Recognition (Q2); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science; Social Sciences"
235;24449;"Kybernetika";journal;"00235954, 1805949X";"Academy of Sciences of the Czech Republic";Yes;No;0,378;Q3;43;39;161;1326;255;158;2,47;34,00;27,96;0;2;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic";"1972-1989, 1996-2024";"Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Information Systems (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Engineering; Mathematics"
236;21100259509;"E-Informatica Software Engineering Journal";journal;"18977979, 20844840";"Wroclaw University of Science and Technology";Yes;Yes;0,376;Q3;13;9;26;567;56;26;1,94;63,00;32,14;0;0;Poland;Eastern Europe;"Wroclaw University of Science and Technology";"2012-2025";"Software (Q3)";"Computer Science"
237;19271;"International Journal on Software Tools for Technology Transfer";journal;"14332779, 14332787";"Springer Verlag";No;No;0,376;Q3;60;39;155;1724;275;148;1,86;44,21;22,96;0;3;Germany;Western Europe;"Springer Verlag";"1997-2025";"Information Systems (Q3); Software (Q3)";"Computer Science"
238;300147006;"Innovations in Systems and Software Engineering";journal;"16145054, 16145046";"Springer London";No;No;0,371;Q3;32;89;133;3618;301;125;2,19;40,65;26,10;0;18;United Kingdom;Western Europe;"Springer London";"2005-2025";"Software (Q3)";"Computer Science"
239;29089;"Photonic Network Communications";journal;"1387974X, 15728188";"Springer Netherlands";No;No;0,368;Q3;48;20;93;607;255;92;2,27;30,35;26,87;0;5;Netherlands;Western Europe;"Springer Netherlands";"1999-2025";"Atomic and Molecular Physics, and Optics (Q3); Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Software (Q3)";"Computer Science; Engineering; Physics and Astronomy"
240;21101060167;"Software Impacts";journal;"26659638";"Elsevier B.V.";No;No;0,366;Q3;21;125;375;2341;730;375;1,78;18,73;20,82;0;27;Netherlands;Western Europe;"Elsevier B.V.";"2019-2025";"Software (Q3)";"Computer Science"
241;21100934924;"ACM Transactions on Modeling and Performance Evaluation of Computing Systems";journal;"23763647, 23763639";"Association for Computing Machinery (ACM)";No;No;0,365;Q3;16;9;42;329;67;41;1,55;36,56;30,30;0;0;United States;Northern America;"Association for Computing Machinery (ACM)";"2016-2024";"Computer Science (miscellaneous) (Q2); Media Technology (Q2); Computer Networks and Communications (Q3); Hardware and Architecture (Q3); Information Systems (Q3); Safety, Risk, Reliability and Quality (Q3); Software (Q3)";"Computer Science; Engineering"
242;6100153019;"Service Oriented Computing and Applications";journal;"18632386, 18632394";"Springer London";No;No;0,361;Q3;33;64;69;2660;143;59;1,85;41,56;30,41;0;15;United Kingdom;Western Europe;"Springer London";"2007-2024";"Management Information Systems (Q2); Hardware and Architecture (Q3); Information Systems (Q3); Software (Q3)";"Business, Management and Accounting; Computer Science"
243;21100286806;"IEEE Design and Test";journal;"21682356";"IEEE Computer Society";No;No;0,357;Q3;87;85;262;856;403;230;1,60;10,07;20,31;0;11;United States;Northern America;"IEEE Computer Society";"2013-2025";"Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Software (Q3)";"Computer Science; Engineering"
244;10900153307;"Journal of Simulation";journal;"17477778, 17477786";"Taylor and Francis Ltd.";No;No;0,356;Q3;34;85;114;4724;257;111;2,41;55,58;29,54;0;35;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2025";"Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q3); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
245;24175;"Constraints";journal;"15729354, 13837133";"Springer Netherlands";No;No;0,355;Q3;49;11;39;553;58;35;1,47;50,27;14,29;0;0;Netherlands;Western Europe;"Springer Netherlands";"1996-2024";"Artificial Intelligence (Q3); Computational Theory and Mathematics (Q3); Discrete Mathematics and Combinatorics (Q3); Software (Q3)";"Computer Science; Mathematics"
246;21100266502;"Journal of Cryptographic Engineering";journal;"21908516, 21908508";"Springer Science + Business Media";No;No;0,351;Q3;37;42;85;1434;171;83;2,11;34,14;25,62;0;1;United States;Northern America;"Springer Science + Business Media";"2011-2025";"Computer Networks and Communications (Q3); Software (Q3)";"Computer Science"
247;7000153231;"IET Computer Vision";journal;"17519640, 17519632";"John Wiley &amp; Sons Inc.";Yes;No;0,348;Q3;49;100;203;5665;416;198;1,96;56,65;29,35;0;10;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2007-2025";"Computer Vision and Pattern Recognition (Q3); Software (Q3)";"Computer Science"
248;28325;"International Journal of Parallel Programming";journal;"08857458";"Springer New York";No;No;0,348;Q3;41;19;79;615;113;76;1,32;32,37;12,82;0;3;United States;Northern America;"Springer New York";"1986-1992, 1994-2025";"Information Systems (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
249;19600157217;"International Journal of Intelligent Transportation Systems Research";journal;"13488503, 18688659";"Springer";No;No;0,347;Q3;26;80;145;2791;310;145;2,39;34,89;32,47;0;52;United States;Northern America;"Springer";"2010-2025";"Automotive Engineering (Q2); Aerospace Engineering (Q3); Applied Mathematics (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Human-Computer Interaction (Q3); Information Systems (Q3); Software (Q3); Transportation (Q3); Neuroscience (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics; Neuroscience; Social Sciences"
250;12262;"Formal Methods in System Design";journal;"15728102, 09259856";"Springer Netherlands";No;No;0,345;Q3;58;36;75;1794;73;66;1,03;49,83;15,32;0;0;Netherlands;Western Europe;"Springer Netherlands";"1992-2025";"Hardware and Architecture (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
251;27190;"Machine Translation";journal;"09226567, 15730573";"Springer Science and Business Media B.V.";No;No;0,345;Q3;36;0;31;0;89;29;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1989-2021";"Linguistics and Language (Q2); Artificial Intelligence (Q3); Software (Q3)";"Computer Science; Social Sciences"
252;12000154489;"International Journal of Innovative Computing, Information and Control";journal;"13494198";"IJICIC Editorial Office";No;No;0,344;Q3;56;114;407;3201;596;407;1,70;28,08;34,69;0;23;Japan;Asiatic Region;"IJICIC Editorial Office";"2007-2025";"Computational Theory and Mathematics (Q3); Information Systems (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
253;12000154348;"International Journal of Electronic Government Research";journal;"15483894, 15483886";"IGI Publishing";No;No;0,341;Q3;36;7;73;588;201;73;2,69;84,00;36,36;0;6;United States;Northern America;"IGI Publishing";"2005-2025";"Social Sciences (miscellaneous) (Q2); Computer Networks and Communications (Q3); E-learning (Q3); Hardware and Architecture (Q3); Software (Q3)";"Computer Science; Social Sciences"
254;79015;"Kongzhi yu Juece/Control and Decision";journal;"10010920";"Northeast University";No;No;0,338;Q3;54;447;1077;13010;2076;1075;2,00;29,11;34,22;0;56;China;Asiatic Region;"Northeast University";"1997-2025";"Artificial Intelligence (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3); Software (Q3)";"Computer Science; Engineering; Mathematics"
255;25518;"IEEE Computer Graphics and Applications";journal;"15581756, 02721716";"IEEE Computer Society";Yes;No;0,334;Q3;105;85;244;1373;511;218;1,54;16,15;24,91;0;11;United States;Northern America;"IEEE Computer Society";"1981-2025";"Computer Graphics and Computer-Aided Design (Q3); Software (Q3)";"Computer Science"
256;19700186865;"International Journal of Computer Games Technology";journal;"16877047, 16877055";"John Wiley and Sons Ltd";Yes;No;0,331;Q3;26;6;24;276;71;24;2,13;46,00;25,00;0;3;United States;Northern America;"John Wiley and Sons Ltd";"2009-2024";"Computer Graphics and Computer-Aided Design (Q3); Software (Q3); Human-Computer Interaction (Q4)";"Computer Science"
257;21100928218;"Vestnik Samarskogo Gosudarstvennogo Tekhnicheskogo Universiteta, Seriya Fiziko-Matematicheskie Nauki";journal;"23107081, 19918615";"Samara State Technical University";Yes;Yes;0,331;Q3;10;31;126;830;83;126;0,70;26,77;39,29;0;0;Russian Federation;Eastern Europe;"Samara State Technical University";"2019-2024";"Analysis (Q3); Applied Mathematics (Q3); Condensed Matter Physics (Q3); Mathematical Physics (Q3); Mechanics of Materials (Q3); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Engineering; Mathematics; Physics and Astronomy"
258;24162;"Computing and Informatics";journal;"25858807, 13359150";"Slovak Academy of Sciences";Yes;No;0,330;Q3;33;62;225;2208;358;225;1,98;35,61;31,70;0;10;Slovakia;Eastern Europe;"Slovak Academy of Sciences";"2000-2024";"Computational Theory and Mathematics (Q3); Computer Networks and Communications (Q3); Hardware and Architecture (Q3); Software (Q3)";"Computer Science"
259;28345;"Journal of Functional Programming";journal;"14697653, 09567968";"Cambridge University Press";No;No;0,327;Q3;56;9;55;481;50;53;0,62;53,44;9,09;0;0;United Kingdom;Western Europe;"Cambridge University Press";"1991-2025";"Software (Q3)";"Computer Science"
260;145508;"Computer Animation and Virtual Worlds";journal;"15464261";"John Wiley and Sons Ltd";No;No;0,321;Q3;55;98;201;3604;417;188;2,01;36,78;26,91;0;13;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2004-2025";"Computer Graphics and Computer-Aided Design (Q3); Software (Q3)";"Computer Science"
261;25644;"Presence: Teleoperators and Virtual Environments";journal;"15313263, 10547460";"";No;No;0,321;Q3;105;22;71;1405;94;68;1,14;63,86;26,67;0;2;United States;Northern America;"";"1992-2024";"Computer Vision and Pattern Recognition (Q3); Control and Systems Engineering (Q3); Software (Q3); Human-Computer Interaction (Q4)";"Computer Science; Engineering"
262;24326;"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems";journal;"02184885, 17936411";"World Scientific";No;No;0,315;Q3;68;49;198;1971;291;188;1,29;40,22;33,65;0;8;Singapore;Asiatic Region;"World Scientific";"1996-2025";"Applied Mathematics (Q3); Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Engineering; Mathematics"
263;18400156714;"Journal of Web Engineering";journal;"15409589";"River Publishers";No;No;0,314;Q3;18;49;238;1164;459;231;1,82;23,76;34,65;0;11;United States;Northern America;"River Publishers";"2008-2024";"Computer Networks and Communications (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
264;17604;"Journal of Internet Technology";journal;"20794029, 16079264";"Taiwan Academic Network Management Committee";No;No;0,312;Q3;32;102;473;3028;889;455;2,00;29,69;31,17;0;27;Taiwan;Asiatic Region;"Taiwan Academic Network Management Committee";"2004-2025";"Computer Networks and Communications (Q3); Software (Q3)";"Computer Science"
265;28931;"Journal of Computer Security";journal;"0926227X, 18758924";"SAGE Publications Ltd";No;No;0,306;Q3;59;14;76;731;110;71;1,25;52,21;32,65;0;1;Netherlands;Western Europe;"SAGE Publications Ltd";"1992-1993, 1995-2024";"Computer Networks and Communications (Q3); Hardware and Architecture (Q3); Safety, Risk, Reliability and Quality (Q3); Software (Q3)";"Computer Science; Engineering"
266;19700186871;"Transactions on Data Privacy";journal;"18885063, 20131631";"University of Skovde";Yes;Yes;0,298;Q3;29;6;21;296;27;21;1,19;49,33;26,67;0;0;Spain;Western Europe;"University of Skovde";"2009-2025";"Software (Q3); Statistics and Probability (Q3)";"Computer Science; Mathematics"
267;21101017116;"Journal of Advances in Information Technology";journal;"17982340";"Engineering and Technology Publishing";Yes;No;0,297;Q3;26;141;299;4811;883;299;2,75;34,12;30,91;0;43;United States;Northern America;"Engineering and Technology Publishing";"2019-2025";"Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
268;19900193685;"International Journal of Knowledge-Based and Intelligent Engineering Systems";journal;"13272314, 18758827";"SAGE Publications Ltd";No;No;0,295;Q3;25;29;96;1820;171;96;2,09;62,76;39,68;0;12;Netherlands;Western Europe;"SAGE Publications Ltd";"2004-2024";"Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Software (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
269;22679;"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS";journal;"10065911";"Computer Integrated Manufacturing Systems";No;No;0,295;Q3;42;356;1018;10700;1428;1018;1,33;30,06;32,72;0;97;China;Asiatic Region;"Computer Integrated Manufacturing Systems";"1996-2025";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Software (Q3)";"Computer Science; Engineering"
270;26131;"Jisuanji Xuebao/Chinese Journal of Computers";journal;"02544164";"Science Press";No;No;0,289;Q3;64;142;430;10710;880;430;1,63;75,42;28,82;0;14;China;Asiatic Region;"Science Press";"1998-2025";"Computer Graphics and Computer-Aided Design (Q3); Computer Networks and Communications (Q3); Hardware and Architecture (Q3); Software (Q3)";"Computer Science"
271;15012;"Acta Informatica";journal;"14320525, 00015903";"Springer New York";No;No;0,280;Q3;44;21;73;572;57;70;0,64;27,24;21,67;0;0;Germany;Western Europe;"Springer New York";"1971-2025";"Computer Networks and Communications (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
272;25547;"Interacting with Computers";journal;"18737951, 09535438";"Oxford University Press";No;No;0,280;Q3;97;30;110;1788;186;108;1,36;59,60;41,24;0;5;United Kingdom;Western Europe;"Oxford University Press";"1989-2024";"Library and Information Sciences (Q2); Software (Q3); Human-Computer Interaction (Q4)";"Computer Science; Social Sciences"
273;14500154706;"International Journal of Computational Intelligence and Applications";journal;"14690268, 17575885";"World Scientific Publishing Co., Inc.";No;No;0,279;Q3;26;36;92;1242;180;91;2,22;34,50;32,43;0;5;Singapore;Asiatic Region;"World Scientific Publishing Co., Inc.";"2008-2025";"Computer Science Applications (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
274;21100985663;"International Journal of Computer Network and Information Security";journal;"20749104, 20749090";"Modern Education and Computer Science Press";Yes;No;0,277;Q3;20;60;121;1736;238;121;2,11;28,93;21,52;0;7;China;Asiatic Region;"Modern Education and Computer Science Press";"2019-2025";"Applied Mathematics (Q3); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3); Safety Research (Q3); Software (Q3)";"Computer Science; Mathematics; Social Sciences"
275;100147332;"International Journal of Parallel, Emergent and Distributed Systems";journal;"17445779, 17445760";"Taylor and Francis Ltd.";No;No;0,276;Q3;27;51;126;1670;150;124;1,17;32,75;16,08;0;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2025";"Computer Networks and Communications (Q3); Software (Q3)";"Computer Science"
276;13581;"Journal of Database Management";journal;"15338010, 10638016";"IGI Global";No;No;0,276;Q3;37;13;59;954;96;59;1,26;73,38;38,46;0;0;United States;Northern America;"IGI Global";"2003-2025";"Hardware and Architecture (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
277;25507;"Informatica (Slovenia)";journal;"18543871, 03505596";"Slovene Society Informatika";Yes;No;0,275;Q3;40;342;383;9264;719;377;1,82;27,09;41,14;0;71;Slovenia;Eastern Europe;"Slovene Society Informatika";"1995-2025";"Artificial Intelligence (Q3); Computer Science Applications (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
278;21100824667;"Image Processing On Line";journal;"21051232";"IPOL - Image Processing on Line";Yes;Yes;0,273;Q3;15;16;63;333;79;63;1,11;20,81;28,57;0;0;France;Western Europe;"IPOL - Image Processing on Line";"2017-2025";"Signal Processing (Q3); Software (Q3)";"Computer Science"
279;24310;"International Journal of Pattern Recognition and Artificial Intelligence";journal;"02180014, 17936381";"World Scientific Publishing Co. Pte Ltd";No;No;0,273;Q3;64;188;652;7177;911;650;1,50;38,18;38,87;0;24;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"1995-2025";"Computer Vision and Pattern Recognition (Q3); Software (Q3); Artificial Intelligence (Q4)";"Computer Science"
280;21100875102;"Diagnostyka";journal;"24495220, 16416414";"Polish Society of Technical Diagnostics";Yes;No;0,272;Q3;19;59;155;1692;217;155;1,45;28,68;22,83;0;18;Poland;Eastern Europe;"Polish Society of Technical Diagnostics";"2013-2024";"Biomedical Engineering (Q3); Electrical and Electronic Engineering (Q3); Mechanical Engineering (Q3); Safety, Risk, Reliability and Quality (Q3); Signal Processing (Q3); Software (Q3)";"Computer Science; Engineering"
281;21101060452;"Vietnam Journal of Computer Science";journal;"21968896";"World Scientific";Yes;Yes;0,272;Q3;11;38;77;1409;127;77;2,02;37,08;25,66;0;6;Singapore;Asiatic Region;"World Scientific";"2019-2025";"Computational Theory and Mathematics (Q3); Computer Science (miscellaneous) (Q3); Computer Vision and Pattern Recognition (Q3); Information Systems (Q3); Software (Q3); Artificial Intelligence (Q4)";"Computer Science"
282;21101038702;"Radioelectronic and Computer Systems";journal;"26632012, 18144225";"National Aerospace University Kharkiv Aviation Institute";Yes;No;0,264;Q3;13;70;179;2112;273;179;1,76;30,17;24,30;0;18;Ukraine;Eastern Europe;"National Aerospace University Kharkiv Aviation Institute";"2019-2024";"Computer Graphics and Computer-Aided Design (Q3); Computer Networks and Communications (Q3); Electrical and Electronic Engineering (Q3); Hardware and Architecture (Q3); Information Systems (Q3); Software (Q3)";"Computer Science; Engineering"
283;19700186821;"International Journal of Web Based Communities";journal;"17418216, 14778394";"Inderscience Enterprises Ltd";No;No;0,262;Q3;28;25;64;498;80;64;1,13;19,92;46,67;0;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2024";"Communication (Q3); Computer Networks and Communications (Q3); Education (Q3); Software (Q3)";"Computer Science; Social Sciences"
284;12961;"Journal of Computer and Systems Sciences International";journal;"10642307, 15556530";"Pleiades Publishing";No;No;0,261;Q3;25;71;243;1561;123;243;0,54;21,99;24,80;0;1;United States;Northern America;"Pleiades Publishing";"1993-2024";"Applied Mathematics (Q3); Computer Networks and Communications (Q3); Computer Vision and Pattern Recognition (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Software (Q3); Theoretical Computer Science (Q4)";"Computer Science; Engineering; Mathematics"
285;28360;"Journal of Object Technology";journal;"16601769";"Journal of Object Technology";Yes;No;0,261;Q3;40;22;71;857;91;69;1,47;38,95;10,14;0;1;Switzerland;Western Europe;"Journal of Object Technology";"2002-2024";"Software (Q3)";"Computer Science"
286;25396;"Design Automation for Embedded Systems";journal;"15728080, 09295585";"Springer Netherlands";No;No;0,259;Q3;33;11;35;490;48;33;1,40;44,55;10,00;0;3;Netherlands;Western Europe;"Springer Netherlands";"1996-2003, 2005, 2007-2025";"Hardware and Architecture (Q3); Software (Q3)";"Computer Science"
287;12170;"Modeling, Identification and Control";journal;"03327353, 18901328";"Research Council of Norway";Yes;Yes;0,259;Q4;31;12;37;298;37;37;0,96;24,83;13,33;0;5;Norway;Western Europe;"Research Council of Norway";"1980-1989, 1996-2024";"Computer Science Applications (Q3); Control and Systems Engineering (Q3); Modeling and Simulation (Q3); Software (Q4)";"Computer Science; Engineering; Mathematics"
288;21100820619;"Periodica Polytechnica Electrical Engineering and Computer Science";journal;"20645279, 20645260";"Budapest University of Technology and Economics";Yes;No;0,258;Q4;19;40;119;1167;170;118;1,65;29,18;15,04;0;13;Hungary;Eastern Europe;"Budapest University of Technology and Economics";"2012-2025";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Electrical and Electronic Engineering (Q3); Information Systems (Q3); Signal Processing (Q3); Software (Q4)";"Computer Science; Engineering"
289;6100152804;"International Journal of Computational Science and Engineering";journal;"17427185, 17427193";"Inderscience Enterprises Ltd";No;No;0,256;Q4;29;63;182;2567;289;181;1,40;40,75;34,03;0;10;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2025";"Computational Mathematics (Q3); Hardware and Architecture (Q3); Computational Theory and Mathematics (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Mathematics"
290;12492;"Journal of Information Science and Engineering";journal;"10162364";"Institute of Information Science";No;No;0,256;Q4;43;82;242;2155;269;241;1,27;26,28;34,38;0;17;Taiwan;Asiatic Region;"Institute of Information Science";"1993-1994, 1996-2025";"Library and Information Sciences (Q2); Computational Theory and Mathematics (Q3); Hardware and Architecture (Q3); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Social Sciences"
